Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19,Coluna 20,Coluna 21,Coluna 22,Coluna 23,Coluna 24,Coluna 25,Coluna 26,Coluna 27,Coluna 28,Coluna 29,Coluna 30,Coluna 31,Coluna 32,Coluna 33,Coluna 34,Coluna 35,Coluna 36,Coluna 37,Coluna 38,Coluna 39,Coluna 40,Coluna 41,Coluna 42,Coluna 43,Coluna 44,Coluna 45,Coluna 46,Coluna 47,Coluna 48,Coluna 49,Coluna 50,Coluna 51,Coluna 52,Coluna 53,Coluna 54,Coluna 55,Coluna 56,Coluna 57,Coluna 58,Coluna 59,Coluna 60,Coluna 61,Coluna 62,Coluna 63,Coluna 64,Coluna 65,Coluna 66,Coluna 67,Coluna 68,Coluna 69,Coluna 70,Coluna 71,Coluna 72,Coluna 73,Coluna 74,Coluna 75,Coluna 76,Coluna 77,Coluna 78,Coluna 79,Coluna 80,Coluna 81,Coluna 82,Coluna 83,Coluna 84,Coluna 85,Coluna 86,Coluna 87,Coluna 88,Coluna 89,Coluna 90,Coluna 91,Coluna 92,Coluna 93,Coluna 94,Coluna 95,Coluna 96,Coluna 97,Coluna 98,Coluna 99,Coluna 100
D49Y4,1005,18/02/2022,SEX,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,7,2,6,6,7,2,6,4,5,10,5,9,2,10,7,8,6,7,3,10,6,2,7,2,6,2,10,4,8,2,6,10,8,10,6,3,6,4,7,8,7,5,5,9,8,9,7,4,8,6,10,9,6,6,6,5,3,9,7,8,2,10,3,2,6,5,10,6,3,8,7,4,8,8,4,7,9,8
D50Y4,852,19/02/2022,SÁB,4,2,2,2,2,2,2,2,2,2,2,2,2,6,8,3,5,5,3,7,4,4,9,8,7,8,2,7,6,6,4,4,9,10,8,9,9,4,5,6,6,6,6,7,5,2,4,6,7,4,9,6,6,6,7,6,9,10,5,9,6,8,8,8,3,6,7,8,3,5,9,8,7,9,10,7,7,7,7,8,9,7,7,10,8,7,6,7,2,8,9,8,5,8,2,6
D51Y4,735,20/02/2022,DOM,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,8,10,7,6,10,9,5,5,2,4,5,10,5,7,5,10,8,4,7,8,4,3,4,2,5,3,6,10,9,6,5,7,8,8,3,5,2,7,3,5,4,3,10,4,10,2,9,7,9,5,2,7,5,5,5,4,3,2,9,10,7,2,6,3,9,10,4,3,5,5,9,6,9,7,10,10,8,6
D52Y4,872,21/02/2022,SEG,3,4,2,2,2,2,2,2,2,2,2,2,2,6,4,6,2,4,5,8,8,9,3,3,7,7,7,2,10,5,4,8,4,8,4,8,7,7,9,7,10,2,7,7,5,4,3,2,10,9,3,2,3,2,6,2,5,10,7,10,10,4,7,9,5,5,3,7,5,3,7,9,5,5,7,3,8,7,2,10,7,2,10,7,2,5,10,5,7,10,4,9,4,6,2,2
D53Y4,1184,22/02/2022,TER,4,4,4,2,2,2,2,2,2,2,2,2,2,6,4,3,7,5,8,10,4,10,8,5,6,8,7,5,8,6,5,10,10,4,4,10,2,9,5,2,6,10,5,2,10,5,10,9,7,2,4,3,3,8,10,8,6,4,4,7,10,6,5,3,6,4,2,8,3,6,7,9,8,6,7,3,4,10,7,10,7,2,10,4,8,4,3,6,6,7,8,4,10,3,6,4
D54Y4,614,23/02/2022,QUA,3,2,5,2,2,2,2,2,2,2,2,2,2,10,5,8,2,9,8,8,10,3,4,9,9,7,2,8,2,3,2,9,8,8,9,5,3,8,7,5,3,5,8,4,4,10,2,10,10,5,2,4,9,8,3,3,4,6,8,2,2,6,5,8,4,6,5,9,5,2,3,6,7,2,7,2,10,10,4,7,8,2,6,2,2,4,3,5,7,7,6,10,10,8,3,6
D55Y4,815,24/02/2022,QUI,4,4,5,2,2,2,2,2,2,2,2,2,2,7,6,8,9,6,9,8,2,5,3,4,10,8,3,5,4,6,5,5,6,3,2,5,6,7,2,7,2,7,5,9,8,2,3,10,6,2,5,6,4,6,5,7,8,5,7,4,2,9,4,5,5,4,9,2,5,7,8,2,2,3,5,10,2,6,9,9,9,4,5,9,7,7,5,7,7,9,7,8,9,10,2,8
D56Y4,951,25/02/2022,SEX,3,5,4,2,2,2,2,2,2,2,2,2,2,7,5,2,4,2,2,10,7,10,4,2,7,3,6,8,10,6,6,7,6,2,6,8,6,7,10,7,4,10,5,9,6,5,10,10,7,3,7,9,6,5,3,8,6,5,8,4,4,6,9,6,9,10,7,5,3,6,5,10,7,9,4,2,9,10,8,10,4,10,5,6,2,9,3,7,2,2,8,6,5,8,7,2
D57Y4,600,26/02/2022,SÁB,4,2,4,2,2,2,2,2,2,2,2,2,2,7,3,6,5,10,7,4,7,10,4,6,10,2,2,10,2,5,6,6,9,5,8,2,2,7,9,5,6,7,2,10,4,5,10,5,9,6,4,5,5,4,5,4,10,8,10,4,7,4,4,9,2,7,9,6,9,8,9,4,6,6,9,6,4,4,3,3,10,4,10,3,7,10,6,8,8,8,5,4,9,7,4,6
D58Y4,961,27/02/2022,DOM,3,5,5,2,2,2,2,2,2,2,2,2,2,2,9,8,2,2,10,9,3,7,9,2,2,5,9,8,9,5,3,5,6,2,4,10,8,9,3,5,9,8,9,2,6,9,10,7,3,8,7,8,2,10,3,9,8,7,8,6,4,3,8,3,10,6,8,4,6,2,8,5,8,10,7,10,6,9,2,10,7,2,10,2,8,3,2,5,9,4,9,4,5,9,9,4
D59Y4,566,28/02/2022,SEG,2,5,3,2,2,2,2,2,2,2,2,2,2,7,9,9,7,10,10,3,5,7,5,2,2,5,2,5,4,5,10,7,9,7,3,2,3,4,7,5,6,2,7,5,5,10,10,9,7,3,10,6,8,10,3,3,8,6,7,9,9,5,8,5,4,3,2,5,7,3,9,3,8,6,9,6,3,7,3,3,9,3,6,8,3,3,3,9,7,10,6,9,2,7,4,9
D60Y4,1025,01/03/2022,TER,2,3,5,2,2,2,2,2,2,2,2,2,2,2,10,10,7,6,9,7,7,6,6,8,2,8,6,7,7,3,4,6,7,3,3,7,2,8,9,8,3,9,2,4,3,3,10,3,7,7,3,3,2,7,2,6,9,4,10,6,4,3,6,8,5,4,3,7,6,4,2,3,10,8,8,2,3,6,10,10,10,2,6,6,7,4,6,10,3,7,4,2,4,2,9,8
D61Y4,641,02/03/2022,QUA,2,5,4,2,2,2,2,2,2,2,2,2,2,10,10,8,7,3,7,7,5,10,8,7,4,5,3,8,2,2,8,8,2,6,9,7,10,6,2,8,9,3,10,2,3,2,8,2,2,9,4,2,9,2,10,7,2,2,5,9,2,10,6,5,2,3,7,7,9,3,10,3,6,6,2,10,6,10,9,10,10,3,3,4,7,9,7,5,8,4,4,7,2,7,10,3
D62Y4,996,03/03/2022,QUI,5,3,2,2,2,2,2,2,2,2,2,2,2,10,4,3,2,5,3,9,5,3,8,5,7,7,5,8,9,7,2,6,10,7,7,2,7,3,4,4,8,9,9,5,2,5,8,7,7,7,6,3,3,10,8,10,6,5,10,9,8,6,3,6,10,10,2,10,10,7,6,10,8,2,4,8,5,4,9,5,10,10,10,4,4,10,2,3,10,8,6,5,4,10,10,3
D63Y4,984,04/03/2022,SEX,3,4,4,2,2,2,2,2,2,2,2,2,2,6,10,8,8,4,5,2,8,7,3,4,2,4,5,6,2,7,2,2,6,8,6,3,10,3,9,8,10,5,4,10,2,4,3,2,5,7,6,5,7,3,3,7,3,6,10,9,6,5,4,6,3,7,2,7,3,10,6,10,10,5,4,10,9,6,3,4,8,7,6,6,10,10,4,10,2,5,6,2,7,7,4,7
D64Y4,814,05/03/2022,SÁB,5,3,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,3,10,9,4,2,8,3,7,9,3,6,8,10,3,4,4,3,5,5,9,10,9,8,9,9,10,9,3,9,6,4,9,8,9,3,5,2,5,5,6,3,3,4,4,5,6,10,7,7,10,10,7,3,3,2,4,6,4,5,7,10,7,4,5,7,3,4,2,5,8,5,9,2,9,7,3,2,7,7
D65Y4,843,06/03/2022,DOM,5,3,2,2,2,2,2,2,2,2,2,2,2,9,3,3,2,10,10,7,2,5,5,2,6,3,10,9,7,4,9,6,8,10,5,10,7,6,10,10,10,9,9,4,8,9,7,5,2,9,7,5,4,10,3,4,4,6,6,3,7,10,4,4,7,8,7,3,5,10,9,4,8,10,3,4,6,10,7,2,10,4,3,5,4,3,3,10,4,6,10,6,4,4,7,9
D66Y4,1125,07/03/2022,SEG,5,4,5,2,2,2,2,2,2,2,2,2,2,6,6,4,4,3,4,5,7,9,6,10,2,10,2,6,2,3,6,5,8,6,6,5,10,4,3,7,6,9,4,5,6,9,7,3,2,8,6,5,5,4,9,4,4,2,8,7,8,2,10,8,7,4,2,3,4,10,10,4,5,6,10,6,2,3,9,3,3,4,10,5,6,3,10,8,6,2,4,2,2,10,2,9
D67Y4,871,08/03/2022,TER,4,3,3,2,2,2,2,2,2,2,2,2,2,8,5,8,8,7,5,6,5,6,9,8,4,8,6,2,5,2,8,3,4,5,4,9,5,9,3,5,2,4,2,10,6,10,4,2,8,5,8,7,6,5,9,6,10,4,9,8,9,8,8,10,9,9,5,9,3,7,8,8,2,9,6,10,8,8,2,7,5,7,5,6,5,2,6,7,7,9,7,8,10,2,10,6
D68Y4,530,09/03/2022,QUA,4,4,4,2,2,2,2,2,2,2,2,2,2,5,6,6,5,6,5,6,5,8,2,10,5,9,7,3,9,10,10,5,3,8,2,4,10,2,2,4,4,9,10,6,4,10,3,9,6,5,7,10,4,5,4,3,5,8,7,3,4,9,10,3,2,5,4,5,3,6,9,7,8,5,2,3,10,9,5,9,5,3,4,7,3,2,7,9,3,5,3,8,3,10,6,6
D69Y4,568,10/03/2022,QUI,2,2,5,2,2,2,2,2,2,2,2,2,2,4,7,6,5,2,2,3,7,6,2,9,6,8,4,3,7,2,10,10,2,9,3,6,7,4,2,4,8,8,5,3,3,4,8,3,7,4,10,4,9,4,8,5,3,10,8,3,5,3,8,8,5,4,6,8,9,6,5,6,10,10,10,4,2,9,6,10,4,6,6,9,10,8,3,7,5,8,3,2,2,4,5,10
D70Y4,949,11/03/2022,SEX,4,2,5,2,2,2,2,2,2,2,2,2,2,2,9,6,9,8,3,3,5,5,2,8,8,9,4,5,7,5,6,9,8,9,9,7,3,7,6,5,5,4,7,7,3,2,8,9,4,9,2,6,2,9,8,9,5,5,9,2,4,6,10,10,9,8,9,10,9,2,7,7,2,8,6,5,8,7,7,3,3,4,8,5,8,4,3,4,6,6,8,10,2,3,10,5
D71Y4,890,12/03/2022,SÁB,4,2,5,2,2,2,2,2,2,2,2,2,2,9,4,10,5,4,5,5,5,7,2,5,9,4,4,2,3,8,3,7,8,9,7,2,9,2,6,2,8,5,5,7,10,8,3,5,7,3,8,9,10,9,3,10,2,10,9,6,3,8,3,6,6,10,5,10,9,6,5,2,2,2,4,2,7,4,3,4,8,3,2,5,8,4,9,8,2,8,5,3,5,7,7,8
D72Y4,1078,13/03/2022,DOM,5,5,5,2,2,2,2,2,2,2,2,2,2,5,3,6,4,7,6,10,10,10,6,5,9,8,4,9,5,8,6,9,4,7,7,3,9,7,3,2,8,7,3,9,9,7,8,5,7,3,5,8,6,2,9,3,3,5,3,10,7,6,3,9,7,8,7,7,7,9,6,5,5,3,10,10,4,10,9,5,7,5,7,3,4,3,7,4,8,5,9,10,8,7,6,3
D73Y4,588,14/03/2022,SEG,3,4,2,2,2,2,2,2,2,2,2,2,2,2,5,4,6,10,7,3,8,2,5,5,9,4,4,5,10,4,7,9,10,2,5,10,9,2,6,6,2,6,10,2,9,10,2,7,6,9,8,7,3,4,2,8,6,5,9,3,10,6,9,7,10,8,10,3,4,3,3,2,5,9,2,10,8,5,5,2,5,8,10,7,6,9,8,6,4,9,4,4,10,8,4,4
D74Y4,647,15/03/2022,TER,4,4,4,2,2,2,2,2,2,2,2,2,2,3,10,4,6,8,8,2,3,5,6,8,6,8,5,10,10,10,9,10,10,2,5,8,9,10,4,6,5,6,5,9,6,9,2,3,4,6,8,7,4,9,10,10,5,7,2,9,2,5,9,9,8,10,7,3,8,6,10,8,8,2,2,6,7,9,7,4,9,6,7,10,10,5,8,10,2,2,7,3,4,5,10,9
D75Y4,917,16/03/2022,QUA,2,3,4,2,2,2,2,2,2,2,2,2,2,10,4,9,3,5,10,5,10,6,5,4,8,5,4,9,2,9,10,8,3,5,4,10,2,2,8,3,6,8,2,3,7,9,10,4,8,6,9,8,4,6,3,9,7,5,8,7,3,7,9,3,4,2,5,4,8,9,8,8,5,8,9,4,3,8,5,6,5,4,3,6,6,5,4,5,4,5,7,3,10,7,3,4
D76Y4,656,17/03/2022,QUI,4,3,2,2,2,2,2,2,2,2,2,2,2,8,8,3,2,10,3,8,7,9,5,9,3,9,5,3,8,10,4,8,2,5,7,2,4,2,4,9,6,7,4,7,3,4,3,10,9,9,9,4,9,4,5,9,5,3,7,7,4,2,3,3,5,8,3,8,10,9,7,8,7,6,5,8,9,10,10,7,7,9,7,6,8,9,3,10,10,8,3,4,10,5,8,7
D77Y4,872,18/03/2022,SEX,5,3,4,2,2,2,2,2,2,2,2,2,2,9,5,3,5,5,7,6,9,6,4,8,3,8,7,10,10,8,6,10,3,4,9,5,3,9,2,10,7,7,3,8,6,7,4,10,8,5,9,9,3,7,5,3,6,7,8,6,8,4,8,8,6,6,4,4,7,5,5,5,9,4,7,10,2,7,7,5,4,5,3,2,2,7,4,9,7,4,8,2,7,4,3,5
D78Y4,1144,19/03/2022,SÁB,3,3,5,2,2,2,2,2,2,2,2,2,2,10,9,7,3,6,4,3,9,10,9,9,4,10,10,4,3,9,10,7,8,7,2,2,3,6,8,9,2,3,7,10,10,3,8,4,9,2,7,2,7,5,8,9,10,7,2,8,5,6,9,2,2,10,3,5,9,3,8,6,5,4,10,5,3,8,4,9,10,10,7,8,7,3,5,6,3,2,5,4,5,6,8,5
D79Y4,705,20/03/2022,DOM,3,4,4,2,2,2,2,2,2,2,2,2,2,8,10,6,8,2,10,10,2,5,9,2,3,4,2,7,6,6,5,8,5,5,9,9,10,2,9,6,4,3,5,10,3,8,9,9,4,9,6,7,8,4,7,8,4,9,2,3,5,2,5,8,8,9,2,3,8,5,8,9,4,9,6,8,8,5,5,9,3,5,10,7,8,10,4,8,8,8,8,7,4,3,6,9
D80Y4,507,21/03/2022,SEG,2,5,2,2,2,2,2,2,2,2,2,2,2,9,6,9,4,8,9,6,8,8,8,2,8,8,10,5,4,4,10,10,2,3,3,10,8,4,2,3,8,9,4,10,4,10,10,9,3,5,10,5,6,4,10,10,4,7,10,4,5,7,9,7,9,7,5,5,6,7,2,10,9,7,10,2,7,9,3,10,7,3,2,9,10,4,8,6,5,9,5,9,8,8,4,9
D81Y4,586,22/03/2022,TER,4,2,5,2,2,2,2,2,2,2,2,2,2,3,10,6,2,4,6,5,6,10,9,5,3,9,9,5,9,2,4,9,10,6,5,6,7,3,10,4,7,7,9,8,9,8,3,10,10,3,9,7,9,9,3,6,4,2,5,9,9,8,6,7,10,8,8,4,10,2,3,5,6,10,3,9,6,9,9,7,4,2,8,8,9,6,4,3,4,3,3,7,9,8,5,4
D82Y4,1135,23/03/2022,QUA,3,4,5,2,2,2,2,2,2,2,2,2,2,8,9,4,8,6,8,4,9,8,6,7,6,4,6,10,2,3,5,8,6,5,3,4,8,6,10,2,9,3,2,9,6,3,9,10,7,5,4,8,2,4,6,7,3,6,7,2,5,4,10,7,4,2,4,2,5,3,8,2,3,4,2,10,8,9,9,8,2,3,2,3,10,8,5,2,5,7,5,10,7,2,9,5
D83Y4,772,24/03/2022,QUI,4,4,3,2,2,2,2,2,2,2,2,2,2,3,7,6,9,10,8,6,5,4,2,2,5,7,6,3,10,3,2,5,9,7,3,10,9,10,5,8,2,10,8,9,9,5,8,6,9,2,10,6,10,8,4,2,2,9,9,8,2,5,8,10,6,5,9,10,7,10,10,8,8,9,5,9,5,2,3,2,8,6,9,8,4,6,3,10,9,8,7,5,9,6,9,9
D84Y4,945,25/03/2022,SEX,5,5,2,2,2,2,2,2,2,2,2,2,2,6,9,9,4,3,8,4,2,3,6,9,2,4,2,2,6,6,6,4,5,5,9,8,8,7,6,8,5,5,9,7,2,7,7,8,6,5,2,6,3,10,8,5,4,7,5,4,5,10,6,6,6,8,2,5,2,3,5,2,8,8,3,7,9,8,3,9,8,3,10,5,9,7,7,4,10,9,5,4,5,3,6,8
D85Y4,666,26/03/2022,SÁB,3,3,5,2,2,2,2,2,2,2,2,2,2,3,7,7,7,6,2,2,5,10,3,7,6,2,6,6,4,9,5,8,9,2,9,2,9,3,10,5,8,2,10,9,6,7,2,9,10,9,9,3,7,6,9,6,6,6,10,9,4,10,4,5,9,7,3,9,2,6,7,10,3,8,6,6,8,3,6,7,9,4,4,7,4,3,3,2,6,10,7,2,6,2,5,5
D86Y4,1199,27/03/2022,DOM,3,3,5,2,2,2,2,2,2,2,2,2,2,8,9,3,2,8,8,9,10,10,9,5,7,4,8,3,10,7,3,8,3,8,9,8,2,8,7,5,3,5,7,6,10,2,5,4,8,8,6,2,3,8,2,4,8,7,4,7,7,2,6,5,9,10,5,3,3,6,6,10,7,10,3,7,7,10,7,4,9,3,3,10,7,4,3,9,6,8,10,4,9,7,4,8
D87Y4,868,28/03/2022,SEG,4,3,3,2,2,2,2,2,2,2,2,2,2,4,10,2,10,5,4,10,9,4,4,7,10,8,6,2,3,10,3,6,6,3,2,10,7,3,6,10,7,9,9,8,9,9,9,5,3,5,6,5,6,5,10,5,2,8,10,7,5,3,6,8,3,10,3,4,5,4,8,2,10,7,2,7,10,4,5,8,10,3,6,3,8,2,3,6,10,3,6,2,4,7,3,5
D88Y4,1160,29/03/2022,TER,4,2,3,2,2,2,2,2,2,2,2,2,2,4,6,4,4,4,6,2,6,3,9,6,2,7,3,10,9,7,4,8,5,7,4,3,7,5,9,10,2,5,3,5,2,6,9,4,2,7,2,5,10,4,2,6,6,8,5,10,2,7,10,2,7,10,6,4,9,6,5,8,5,6,8,10,7,3,6,9,10,8,2,10,7,2,4,7,6,3,4,9,5,6,9,8
D89Y4,1112,30/03/2022,QUA,4,5,3,2,2,2,2,2,2,2,2,2,2,10,6,5,5,5,10,6,7,2,10,6,8,9,9,3,9,2,5,7,5,6,10,5,9,9,6,7,3,6,9,5,5,5,9,3,4,9,6,4,9,9,4,6,4,8,7,9,3,3,3,4,6,9,4,3,10,9,7,2,7,4,6,3,7,2,3,7,2,6,8,6,2,4,5,3,10,4,10,4,2,3,5,3
D90Y4,1137,31/03/2022,QUI,4,5,4,2,2,2,2,2,2,2,2,2,2,9,8,5,9,9,4,6,6,5,2,4,10,8,6,3,7,4,5,2,10,3,7,2,3,2,10,6,5,3,3,5,6,6,3,7,6,9,3,6,8,8,4,3,3,7,5,4,10,8,2,3,10,6,6,9,4,2,10,8,5,3,8,8,8,2,4,6,7,8,8,8,3,2,8,9,5,6,3,9,4,7,7,6
D91Y4,814,01/04/2022,SEX,3,4,4,2,2,2,2,2,2,2,2,2,2,3,4,9,3,5,8,2,6,4,4,3,8,6,8,8,8,2,2,7,5,5,10,6,8,4,7,9,5,8,5,3,10,3,10,10,10,10,10,5,2,3,6,9,3,6,3,10,9,6,7,5,8,10,7,8,9,10,4,5,6,7,7,4,3,4,3,8,9,4,7,8,10,9,2,5,9,6,9,9,7,8,10,10
D92Y4,834,02/04/2022,SÁB,3,3,4,2,2,2,2,2,2,2,2,2,2,6,6,10,8,2,7,5,6,7,4,3,5,8,5,10,4,10,3,6,10,8,8,8,8,6,5,5,8,4,4,10,9,7,2,8,5,8,5,3,8,4,9,8,9,10,7,4,6,9,7,4,2,7,8,9,4,10,2,4,9,10,9,2,2,10,4,4,9,10,8,8,8,6,5,2,4,3,10,5,8,5,9,6
D93Y4,861,03/04/2022,DOM,4,3,2,2,2,2,2,2,2,2,2,2,2,6,10,2,2,9,2,10,6,3,3,10,10,6,4,10,4,3,5,2,2,7,7,5,4,4,7,9,7,8,2,2,7,10,3,10,2,3,7,7,3,2,3,6,5,7,3,4,9,6,4,9,4,8,4,5,5,7,8,10,4,10,7,5,4,5,4,2,5,3,3,5,7,5,8,4,5,10,7,3,2,3,3,6
D94Y4,638,04/04/2022,SEG,4,2,3,2,2,2,2,2,2,2,2,2,2,4,3,7,6,3,4,9,10,10,8,5,10,7,7,2,7,5,2,5,4,7,10,10,4,3,4,5,10,8,6,8,2,6,5,3,4,9,4,7,2,7,6,2,6,2,2,7,3,9,8,9,9,6,2,10,5,2,10,8,5,5,4,3,5,7,4,5,3,3,10,6,10,6,10,9,5,6,5,9,4,9,10,5
D95Y4,590,05/04/2022,TER,4,2,3,2,2,2,2,2,2,2,2,2,2,4,2,4,7,2,4,5,9,4,7,3,2,2,8,3,6,4,5,8,10,5,4,9,8,4,5,7,7,10,3,10,2,10,2,9,6,7,10,6,10,8,5,2,8,3,10,7,10,3,8,7,3,8,7,9,6,4,5,2,6,6,5,5,2,7,8,8,6,7,4,9,4,8,5,5,4,3,3,9,8,6,3,6
D96Y4,1067,06/04/2022,QUA,5,4,3,2,2,2,2,2,2,2,2,2,2,2,9,9,4,7,9,10,3,9,10,3,7,4,6,9,3,10,2,7,6,7,2,10,4,5,10,4,6,2,2,8,3,3,4,9,9,5,8,3,7,7,10,3,4,3,4,4,7,9,8,7,9,6,2,2,7,4,10,3,2,7,5,8,7,8,6,9,2,8,6,9,5,4,8,8,4,5,8,7,8,5,5,4
D97Y4,1174,07/04/2022,QUI,4,5,3,2,2,2,2,2,2,2,2,2,2,7,2,6,9,4,9,7,2,4,10,5,2,2,9,2,10,3,5,4,4,9,10,8,3,6,4,2,9,6,8,3,4,5,10,6,2,8,9,10,9,9,9,7,10,8,9,2,5,5,10,10,5,8,7,2,5,3,5,6,9,2,6,6,4,3,3,2,2,3,10,10,4,5,3,2,10,5,4,10,6,9,10,4
D98Y4,985,08/04/2022,SEX,5,2,3,2,2,2,2,2,2,2,2,2,2,8,7,2,5,2,9,4,2,9,9,7,4,5,9,6,8,6,3,2,4,2,4,2,5,7,6,10,3,6,2,9,7,4,7,6,10,3,8,5,7,9,10,10,7,9,7,4,3,3,4,9,10,4,2,8,5,9,8,7,3,6,5,6,9,10,3,2,4,2,2,3,8,2,8,10,2,8,9,7,7,4,7,9
D99Y4,808,09/04/2022,SÁB,2,5,4,2,2,2,2,2,2,2,2,2,2,8,9,2,6,10,2,3,9,10,8,6,5,8,9,2,6,2,2,9,7,5,2,2,9,2,5,8,10,2,7,3,8,9,5,5,10,7,10,10,2,2,2,9,3,5,6,7,10,6,3,6,4,2,8,4,7,8,3,7,4,5,9,10,5,3,3,4,10,2,6,4,2,4,3,3,4,10,9,5,10,7,9,3
D100Y4,754,10/04/2022,DOM,2,2,3,2,2,2,2,2,2,2,2,2,2,9,4,4,6,5,3,9,5,4,7,4,2,3,9,6,5,8,9,5,5,3,2,8,8,9,6,9,9,10,5,5,3,3,3,6,3,9,3,7,9,9,6,10,3,2,4,5,9,3,7,5,5,7,3,9,9,6,5,9,5,10,5,6,4,10,6,10,10,10,4,9,9,4,8,10,7,9,2,4,6,8,9,8
D101Y4,921,11/04/2022,SEG,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,5,7,9,5,9,7,8,10,8,8,5,3,7,3,6,2,10,8,2,2,10,7,8,2,4,9,6,9,6,8,10,7,10,3,8,8,9,3,10,6,8,6,3,2,10,6,2,6,5,3,9,7,10,5,10,3,7,8,6,4,3,9,8,7,10,4,5,10,9,6,4,9,8,4,9,4,9,3
D102Y4,665,12/04/2022,TER,2,4,5,2,2,2,2,2,2,2,2,2,2,7,4,8,6,5,5,10,3,8,9,9,5,2,8,9,3,5,4,5,7,3,5,5,8,3,6,9,3,8,4,3,10,10,4,5,5,5,8,8,4,6,9,9,9,5,10,10,6,6,9,4,2,9,4,9,5,2,2,7,5,6,9,4,10,5,9,2,10,4,6,8,2,6,9,10,7,8,9,3,10,2,8,2
D103Y4,739,13/04/2022,QUA,5,2,3,2,2,2,2,2,2,2,2,2,2,5,7,2,2,6,7,6,9,2,2,5,5,7,9,9,6,9,6,9,6,2,6,3,2,6,3,5,7,6,3,2,6,3,2,2,7,9,6,6,3,9,8,10,5,4,8,8,6,6,4,9,5,4,9,8,10,4,8,6,8,7,5,6,8,7,8,2,4,4,2,10,8,3,7,3,9,9,2,4,5,9,4,7
D104Y4,522,14/04/2022,QUI,3,5,3,2,2,2,2,2,2,2,2,2,2,7,4,10,4,3,6,9,4,8,9,7,10,7,7,8,10,7,4,5,6,7,6,5,6,8,9,7,8,5,7,6,8,9,3,6,7,2,9,7,9,10,9,9,2,4,9,9,5,4,4,3,6,2,7,4,7,4,8,8,2,10,4,3,9,10,3,4,3,7,3,10,3,3,7,4,9,4,4,9,5,8,7,6
D105Y4,1011,15/04/2022,SEX,2,3,3,2,2,2,2,2,2,2,2,2,2,8,6,9,10,2,5,10,3,8,5,9,7,7,5,4,5,6,10,8,6,10,2,4,4,3,8,3,4,5,7,7,4,8,3,9,5,6,8,3,10,2,7,7,2,10,2,2,6,3,2,10,6,9,2,3,2,6,2,7,8,6,9,9,3,10,7,7,7,6,9,7,4,5,6,3,6,7,5,5,2,6,10,3
D106Y4,1163,16/04/2022,SÁB,3,2,2,2,2,2,2,2,2,2,2,2,2,8,4,10,9,6,10,9,6,2,8,3,10,5,3,9,5,6,7,9,9,8,8,7,9,10,6,5,2,10,8,4,3,3,10,2,8,8,10,6,8,2,6,2,9,9,9,3,7,5,4,2,10,8,6,10,4,4,5,2,5,4,4,4,8,9,3,5,6,7,2,7,8,4,2,5,7,3,4,9,9,3,5,7
D107Y4,1057,17/04/2022,DOM,3,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,5,10,8,8,9,8,8,6,2,7,2,3,5,6,10,5,4,9,6,7,6,8,8,6,5,8,6,5,9,3,7,4,10,3,2,10,4,9,10,8,9,2,4,5,9,5,4,2,8,7,3,5,5,5,6,5,6,4,2,4,9,4,5,8,7,5,7,5,7,3,10,9,7,5,8,10,8,9,4,8
D108Y4,1121,18/04/2022,SEG,4,5,5,2,2,2,2,2,2,2,2,2,2,6,7,7,3,3,3,2,9,4,9,5,4,10,4,8,6,5,10,9,2,6,6,8,4,10,7,5,6,2,6,9,2,7,7,3,3,3,10,8,5,4,6,2,3,7,8,4,5,6,8,10,9,7,10,3,9,5,8,3,7,9,8,2,2,2,8,9,3,9,5,10,9,3,2,7,10,3,4,8,3,8,4,9
D109Y4,1024,19/04/2022,TER,2,4,3,2,2,2,2,2,2,2,2,2,2,10,6,7,2,7,8,6,9,10,7,9,5,4,2,6,8,10,10,3,4,3,2,3,2,7,3,6,7,9,7,7,8,2,5,6,4,8,6,5,5,8,2,4,4,6,5,2,2,4,4,5,8,7,5,6,6,5,10,3,5,7,2,6,8,8,4,8,9,7,8,7,3,5,5,6,7,3,6,5,3,10,7,9
D110Y4,867,20/04/2022,QUA,4,5,4,2,2,2,2,2,2,2,2,2,2,5,8,8,5,5,4,6,4,10,3,9,4,5,5,7,10,8,4,6,5,6,2,8,2,10,7,2,2,2,5,2,4,6,8,5,3,7,6,5,2,2,5,10,8,8,5,3,2,6,3,5,3,8,7,9,9,5,4,6,3,7,7,9,8,4,2,3,9,9,10,8,9,5,5,4,8,4,6,6,5,8,6,7
